,comment,reference,labels
460,"и да, еще собак боюсь. даже, видя маленькую псину, которая бегает рядом с хозяйкой без поводка или слишком длинным поводком, то стараюсь перейти на другую сторону улицы. также не могу спокойно проходи","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
461,немного пугает всякое синхронное действие и неестественные позы,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
462,"попиздился бы с этим егерем, представляю какая это машина для убийств если ему натянуть на лапки перчатки боксерские и она начнет ими махать.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
463,"я еще один раз чуть в болотине не утонул, переходил болото по бревну ну и наебнулся, упал глубоко, там бездонно, меня спасло то, что я ухватился за это же самое бревно, вылез, весь в говне, а еще меня","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
464,неужели такие пауки реально существуют в мире.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
465,а я наоборот как съехал то живу почти в полной темноте плотные шторы на окнах и свет включаю когда надо что то приготовить или прочитать. а так монитор только светит.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
466,кошмарный сон школьниковлиберах.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
467,"крабы тоже говно, как и все морепродукты.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
468,"я боюсь что домой ко мне в окна и двери забежит омон и фсб. и меня уже нихуя не спаст , ведь нет такого суперпарня который даст пезда этим ребятам","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
469,"боюсь грозы просто до усрачки. года блять, а до сих пор кирпичи от вспышек молний и прединфаркт от грома. обычно пережидаю в ванной, и не дай бже во время грозы оказаться на улице. и пауков боюсь. в с","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
470,"мегалофобия. ходил раз в музее, там была подводная лодка в разрезе целиком и огромный корабль. как же я тогда пересрал, мне аж плохо стало находиться рядом. както лет в охуел с видео, как поднимаются ","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
471,"на майские ходил в горы, поймал клеща в ногу. теперь у меня фобия что клещи между булок сидят, дня там жили все таки. мерзкие твари","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
472,"боюсь, что навальный станет президентом, иногда просыпаюсь весь в поту, но по включенному телевизору мирно шепчет путин и я снова засыпаю.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
473,"сука, а вот это действительно страшно. ведь срок светит наверняка всем пользователям интернета начиная от просмотра порно и заканчивая скачиванием торрентов, вс это незаконно, если под тебя начнут коп","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
474,"слишком толсто, ты выдал себя напо включенному телевизору мирно шепчет путин и я снова засыпаю.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
475,принципиально не езжу на лифте.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
476,что не так. почему ты мне не веришь. я просто телевизор не выключаю перед сном.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
477,"kбыть пидарахоймальчик, сейчас в тренде протесты, несогласие с властью. будь модным, будь как двач","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
478,"о, я тоже не езжу, но у меня тру стори, сейчас распишу и ты пиши почему не ездишь","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
479,"я просто телевизор не выключаю перед снома в остальное время, получается, вы его выключаете, верно.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
480,"в тренде протесты жрать нечего, в регионах зарплаты тысяч. модно","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
481,"погуглил, правильно сенокосцы. ну да, тушка мелкая. ну один хер, пауки нет нет, да и проползут про руке, уже не страшно.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
482,"вот именно поэтому я хочу быть пидорахой. жду не дождусь, когда издадут этот закон и интернет очистится от либерального говна и школьников. первые не смогут копротивляться в интернете, а вторые исчезн","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
483,"я бы сказал, что у меня не страхи, а сильное отвращениененавижу морепродукты креветки, раки, крабы, моллюски всякие, насекомые страшные пиздец, ещ не купаюсь в природных водоемах т. к. там всякое говн","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
484,"хрен знает как называется фобия, но неистово боюсь моментов, когда другие люди в фильмах попадают в такие ситуации, в которых они выставляют себя полными чмошниками и убками. не могу заставить себя см","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
485,"сначала ебут ватников, так что когда последнему либерахе запретят сидеть в интернете, ты уже будешь под сибирью лес валить","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
486,"хотел бы я спать под мирный шепот путина, лел. прямо лампота какаято чувствуется.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
487,"жрать нечегона работу устройся, школьник.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
488,ну на завод ухожу и выключаю. с работы прихожу и включаю. вот.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
489,"в детстве боялся барж. я и щас их боюсь. особенно те, что с марсианских верфей в тысячетелетии сошли, просто пиздос какие большие. а на половине из них астартеспредатели еще со времен ереси гоняют, вс","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
490,в детстве у бабки возле города стояли большие спутниковые тарелки. они меня привлекали и пугали одновременно. даже когда с мамкой шли в лесу где они стояли мне показалось что мы под ними и я начал пан,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
491,"короче, ходил я в или класс, жил на этаже тогда, был толстенький и всегда катался на лифте. ну и пришел после школы под вечер, зашел в лифт, а за мной зашел какой то алкаш лет . я говорю что мне на , ","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
492,школьник хочет всего и сразуа тебе все и сразу путин дать должен.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
493,"боюсь тредов в б, которые разрывают мой пукан. серьезно, ну вот обновляю нулевую и про себя думаю, не дай бог сейчас очередной парашный тред или сычевален и я зайду туда и у меня опять порвет пукан.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
494,"боюсь, что зарепорчу тред, а его не удалят.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
495,путин сначала ебнет свою опоруты шизик или просто долбоб как большинство либерашек?,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
496,был толстенькийлюблю полненьких.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
497,"лет у власти сырьевая экономика платное образование и медицина ряяя тебе еще чтото не нравится. !почемуто в других странах людям дают нормальные зарплаты, а я должен на тысяч очко рвать на работах.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
498,тоже такого боюсь. ведь тогда моя власть перестат быть абсолютной,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
499,"я вообще не понимаю арахнофобов. пауков не опасны для человека, а ядовитые все равно живут в ебенях и никогда не нападают первыми.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
500,"двачаю, боюсь того что ничего о них не известно и что они могут выкинуть неизвестно. у меня это зародилось из за рентв, посмотрел как то, а потом боялся что по ту сторону зеркала не я, а пришелец.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
501,"арахнофоб. причем не какой то школьниксыч, который просто не переносит насекомых и считает себя ниебаццо арахнофобом, а самый настоящий. испытываю дрожь и страх перед пауками, руки начинают трястись, ","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
502,"а меня это наоборот прикалывает, хочется както даже повозиться с этой рукой. например, хирургически удалить каждое отверстие, может смазать каждое из них чемто или наоборот, чемто заполнить их.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
503,"манямечты либерашек. хотя, я бы, возможно, не отказался валить лес за хорошую зарплату, я же не обоссаный школьниккопротивленец с подворотами, который боится взять в руки чтото тяжелее айфона.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
504,"платное образование и медицинапроиграл с отрицаний дауна. почемуто в других странах людям дают нормальные зарплаты, а я должен на тысяч очко рвать на работах. где в других? в венесуэле, кндр или украи","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
505,"всратые и противные, неприятные.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
506,"жопу такой подотри, весело будет.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
507,"боюсь, что придут неадекватные либерахи и на пустом месте начнут рваться про путина и пидорах.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
508,"бля, чот конфеты напомнил второй пик. на камушки ещ похожи конфеты.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
509,так и называются. морские камешки.,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
510,"проиграл с отрицаний дауна. бесплатные пломбы с хуевым анастетиком и миллионные очереди в больницах. еее медицина. мздаителиучителя и деканы, которые валят тебя пока не занесешь деньги. еее образовани","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
511,"олькапидораха порвалсь, пососал уже у пыни. как там интернет по талонам и паспорту.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
512,"европа, скандинавия, развитая азия. а что ты сделал, чтобы быть ближе к ним.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
513,"когда мне делали мрт и засунули в трубу, то обнаружил у себя клаустрофобию. раньше не знал. недавно смотрел видео про самую глубокую пещеру в мире, когда представлял себя там, аж тошнило.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
514,схуяли изза помойной шутки я должен на poрашу пиздовать. кун,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
515,"а, ещ я боюсь существ женского пола примерно подходящего возраста. потому что в детстве подрался с девочкой.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
516,"этож генетическая хуйня. в коде написанно что к паукам не надо приблежаться, хули с них пользы то. а убыль вполне восможна, ген же вс ещ африканских опасных пауков помнит.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
517,"проиграл. а что я должен был сделать. политику питуна поддерживать и угрожать всему миру с флагами едросов. вот както мамка меня тут в бараке рашкинском высрала, а не гдето там в нормальном мире.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
518,"а потом боялся что по ту сторону зеркала не я, а пришелец. а если наоборот.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
519,"я думаю эта тварь злая как носорог, пиздился бы с ней на ринге пока один из нас не умер","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
520,"потому что твоя мамка пидорашка. и ты тоже. у тебя это в генах. а я рожден в районе белых людей, а не в хрущебском гетто.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
521,"тогда ты съеби с доски. b для таких аутистов вроде меня. спасибо, абу. абу благословил этот пост.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
522,"po для таких аутистов вроде меня. спасибо что напомнил, я пофиксил и зарепортил тебя абу.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
523,"пиздецки боюсь сраных пауков, а еще клоунов и манекеновкукол, эти фарфоровые трупы пизда какие стрмные","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
524,"адекватный страх, бырю расскажет что ты на не смотришь, он увидит твою хлюплую морду и зубы выбьет.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
525,"безумно боюсь старости, боюсь даже представить себя после лет. надеюсь, что смогу сдохнуть пораньше.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
526,"онихофобия. точнее не боязнь самих ногтей, а действий с ними.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
527,"боюсь колючею проволоку и иголки, когда вижу прям глаза болят","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",1
528,думаешь все знают что онихо это ногти по латыни. а так то ты ебанутый конечно,"это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
529,"трипл пиздеть не будет. да, я ебанутый.","это вашихфобий тред. делимся своими детскими и взрослыми страхами. я лично боюсь пауков, маленьких таких, черных, домашних с большим пузом.",0
530,пинаю этого петушка пикрелейтедом пятидесятого размера.,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
531,"братишка, какую жижу паришь. премка или самозамес. какое соотношение. о, нифига у тебя дрипка пиздатая, дай затянусь разок. а намотка какая. клэптон. параллелька.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
532,"никаких, мб скажу клвый пар, спрошу где жижу брал, если годно.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
533,"никаких действий, пусть парит где хочет, законом не запрещено","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
534,"хватаю его за жопу, целую взасос, затем ставлю раком и начинаю жестко ебать в анус.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
535,мне доставляет запах ароматизированного пара из вэйпов это же в раз лучше чем сигаретный смог,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
536,"правильно смок, а если еще правильней, то смоук","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
537,"зову в ближайший барбершоп, делаю себе андеркат, подкатываю подвороты, идем в местный антикафе, далее мы идм в элитный магазин одежды, закупаемся хайповым шмотом. едем ко мне домой, смотрим твич, а по","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
538,"если этот хуй из дс, то я его знаю.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
539,"так он из дс. это тма компот, он тусовался раньше в орехово на сходке bmxеров. редкостный долбоб и пиздабол.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
540,я забыл знак вопроса поставитьтак он из дс.,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
541,"не чувствую, не поворачиваюсь, не вижу.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
542,"чрт тот мудак, который в твою мамашу кончил. артмка, тебя заебало машины дерьмовые на каширском загонять что ли.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
543,заходишь в подъезд и видишь пикрелейтед. твои действия.,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
544,"ээээ бля, ты чо охуел. бля кто чрт бля, кто чрт ебать, да тебе пизда сука. это ты тот самый школьник, ебать который у прилавка с жижей крутился без денег и которого я выгнал. пидарас блять, сын собаки","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
545,"иду вчера по мясницкой в дс. затянулся, выдохнул. обгоняют двое. один другому хотел сказать фу, а приятно.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
546,"не, компот. я постарше тебя буду. вс так же с малолетками встречаешься. фронсайд ещ не разучился делать.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
547,помогаю одноногому добраться до квартиры,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
548,ставлю знак ладошками и говорю вейп нейш.,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
549,почему у него такой грустный взгляд.,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
550,"лол, знаю этого чувака. скажу привет, братишка, что паришь. дай закапать","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
551,"когда он в орехово катался, седушка от bmx отлетела во время прыжка и трубка, на котором крепится седло, впилась ему в зад.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
552,что значит сочно отсасываем? почему именно сочно?,"идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
553,"почему мне должно быть не похуй. сам я электронику предпочитаю курить дома, на улице обычные сигареты.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
554,"бля, но один в один похож на моего старого знакомого. правда, тот редкостный долбоб.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",0
555,"очевидно же, затянусь его волосатым вейпом.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
556,"это простительно когда парят долбятся дома со своими вупами, а вот когда на двач заливают посты вроде гы, гы пацаны, сегодня шел с универа со школы и так круто попарил, все на меня смотрели, вот это к","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
557,"двачую, был у меня один такой знакомый. могу сказать то, что ты прав. все эти дымоиспускания для чсвшных мразей, чисто чтобы повыебываться. пример тому волнов.","идшь по улице. чувствуешь запах вишнималины, шоколада, черники, спермы, мяты, поворачиваешься и видишь пикрилейтед. твои действия.",1
558,"ну раз молдавани не открыты для общения, тогда я сьебую","ребят, поясните за молдовию. помоему это как россия или украина только правильная и хорошая. молдовани, как вам там вообще живется то.",1
